rc204

capacity,speed
1000,10

osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
5178935608,802434,2496828,0,0,1000000,0
5865250204,799825,2490208,31,955,2042,30
5223826498,800191,2490152,11,1085,3835,30
5223826147,800522,2490705,8,909,2307,30
1215713313,800075,2490062,7,1129,5625,30
1215713374,799705,2490189,18,1070,3635,30
5865250275,799452,2490546,5,1044,3168,30
1169601648,800024,2490018,34,1042,3532,30
4850176520,800420,2490823,1,1017,2547,30
5223826152,800519,2490361,7,928,2233,30
1215713285,799878,2490105,29,1040,2465,30
2409719684,799630,2490469,29,1054,2376,30
5693598302,796814,2491062,13,1163,4068,30
2557071982,796002,2491520,7,1292,3467,30
2557050020,796236,2490594,2,1144,2895,30
1169594105,796475,2490326,5,1270,3294,30
2557050012,796154,2490649,32,1164,2480,30
2557071965,796035,2491531,20,1180,2669,30
2557057111,795765,2491412,9,1354,2758,30
1169605879,795719,2491305,17,1334,7088,30
277664424,800769,2493940,27,544,3267,30
6884069526,802794,2493302,37,482,3060,30
2398019504,801099,2494875,21,468,1574,30
2407726232,800293,2495568,37,615,1878,30
1169603990,798751,2488891,12,1255,3399,30
1169598007,800695,2494589,7,630,2075,30
2539588719,799953,2495133,28,491,3441,30
2366083161,800765,2499902,15,727,3128,30
2973574013,807125,2498314,19,773,3933,30
1916783463,806722,2495272,6,609,3644,30
2533159953,805485,2496469,20,699,3251,30
1169602040,801620,2490248,6,977,2365,30
1795586946,801555,2503296,25,914,2111,30
2557044300,795855,2488843,14,1445,2583,30
2467373537,800667,2495067,28,449,1611,30
1169608996,799149,2495190,24,744,4478,30
6848874092,806204,2501119,20,953,2034,30
6861405281,807449,2494438,12,790,2666,30
3647415365,797483,2494016,37,805,2062,30
1222744029,799012,2489326,0,1265,3527,30
1169616019,796234,2491034,20,1276,3511,30
5184276307,801518,2497472,33,438,3463,30
1116448446,802684,2499055,7,555,2570,30
5807247305,798222,2492859,29,785,4366,30
5999844156,800197,2496112,10,759,3809,30
2523084169,799127,2492111,26,955,2085,30
2958642240,801921,2498155,26,419,2336,30
1169592183,796722,2490422,33,1100,3424,30
2531930186,804181,2495142,14,442,1664,30
2472120792,799058,2497194,0,456,2944,30
2407726260,800233,2495871,36,340,2720,30
2550463171,807123,2498534,14,814,3972,30
5192382224,802222,2490353,9,946,3043,30
2299624560,801581,2494435,27,351,3083,30
2401128815,801412,2495106,23,468,3204,30
2703965984,799848,2498030,31,649,2635,30
6388557113,802741,2501494,26,919,4193,30
1169602164,800254,2494166,10,760,2829,30
6000338316,797914,2494093,18,813,2534,30
5140241032,800604,2499889,35,482,3186,30
2476511408,801879,2495372,11,508,3276,30
2364916402,803175,2498802,5,640,2645,30
5999844214,800273,2497969,13,376,2047,30
5140241376,803359,2500428,13,622,2975,30
2425146654,799867,2495890,2,586,2190,30
6917077933,802066,2491732,30,805,3241,30
1236299574,802419,2497933,5,406,3716,30
2704680852,803273,2497248,26,420,2024,30
3669923114,801340,2498537,19,526,3771,30
1116448664,805268,2498716,4,498,2480,30
2537526760,802223,2493314,2,676,2006,30
279077710,800356,2495028,20,652,4080,30
2550490812,806224,2498402,29,669,3147,30
5999844159,800161,2496419,26,459,3448,30
1222744048,798945,2489148,11,1043,3376,30
2959075450,806424,2497009,24,748,1820,30
2537595260,804661,2495061,6,485,3265,30
2958627202,800479,2496556,30,368,1817,30
2400176745,801791,2495757,10,471,3268,30
1169608799,797203,2488206,36,1535,2833,30
2552445032,805143,2498193,19,679,2734,30
3798005618,801522,2490660,35,770,3382,30
4729092585,802519,2491387,23,707,2484,30
5369959926,796175,2493256,17,1167,3288,30
1932772530,797409,2492865,21,1176,2728,30
2448172901,800938,2494515,35,388,1519,30
2531767575,800741,2490784,17,875,2359,30
6942404996,807199,2495363,26,845,3933,30
1640423838,801397,2502971,9,950,3819,30
5567121700,804840,2498316,14,628,2272,30
1117085018,806237,2497993,2,734,3139,30
5580166440,798239,2487996,31,1284,2670,30
1169594629,795583,2489293,14,1565,4171,30
793893696,801165,2497212,10,285,2712,30
5177210944,803486,2496022,9,503,2493,30
2423992268,799663,2493798,16,647,1697,30
5189735882,808069,2501933,2,1037,2630,30
6240866707,802689,2498734,35,666,2660,30
5405528369,802356,2492083,33,621,3256,30
6581171051,801923,2492070,12,688,2313,30
2535192858,804553,2498004,21,415,3716,30
