r201

capacity,speed
1000,10

osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
5178935608,802434,2496828,0,0,1000000,0
5232900565,803309,2500651,13,535,2706,30
2535192875,804421,2497504,31,372,1799,30
4376915370,801249,2491320,24,664,2232,30
2550435224,805803,2498313,33,576,2704,30
5179707832,800437,2492395,3,730,4134,30
2184512072,800399,2496350,27,447,3747,30
2703898460,800916,2498978,16,456,3541,30
5173029326,807816,2502763,3,1172,2381,30
5358178347,804264,2495102,22,552,2786,30
1169595533,798867,2488957,32,1203,5637,30
1169605062,799046,2494434,39,636,1850,30
5192382222,802134,2490315,24,748,3598,30
2411100238,802423,2493015,39,470,1695,30
2406688762,801142,2494736,12,511,2510,30
2408506456,802720,2494835,27,288,2497,30
2427766716,801406,2496007,36,221,1922,30
1925249295,802407,2493808,16,541,2414,30
2364352910,804800,2500637,20,741,2860,30
6894418113,802082,2489436,29,946,2185,30
2539487901,800921,2493579,34,588,3518,30
5178935529,803636,2495374,32,408,2194,30
2469954080,799942,2494296,17,568,4084,30
2561005028,799580,2496470,5,643,3017,30
4889565113,795812,2492898,38,1162,3795,30
1169616757,801106,2490025,22,799,2938,30
6017944220,808264,2503147,21,1215,4423,30
2542639270,800424,2494728,29,588,3055,30
1932007728,800846,2495849,27,477,2246,30
278376560,804383,2495016,19,401,3451,30
2613104780,800813,2492927,7,667,1821,30
5179188109,799047,2495981,23,728,2007,30
1169604215,801808,2490207,13,774,3099,30
6894418129,802170,2489305,26,924,2116,30
2409719693,800597,2492860,16,733,1898,30
1169605961,799173,2494524,12,743,2818,30
2508068071,801342,2500317,16,637,4431,30
6848874191,806681,2501250,18,1034,3026,30
2476511434,801884,2495761,29,489,2609,30
1824576230,806770,2500843,25,1028,5274,30
2537595260,804661,2495061,28,418,2903,30
5604490104,802328,2492527,22,609,2734,30
2540898336,795855,2492581,12,1227,4561,30
2959075459,806251,2497250,32,772,2561,30
4729092586,802668,2491391,10,721,1879,30
5192382389,802690,2490039,25,900,3011,30
2505523146,800943,2501133,1,628,1764,30
5219367535,796495,2489181,27,1392,2512,30
1236299450,801257,2497744,17,365,2514,30
6433491349,804001,2501846,2,818,3076,30
2505516069,800504,2501301,37,679,3339,30
6848874119,806410,2500980,22,945,2156,30
830982935,801834,2494232,29,445,2681,30
2958627204,800617,2496392,22,366,2307,30
2366083153,800794,2499903,0,481,3973,30
6848874541,806531,2501223,14,927,3170,30
4382954484,801007,2491218,34,795,3199,30
2959075559,806218,2497189,25,643,3361,30
5774334360,800038,2496849,35,442,2652,30
2704680852,803273,2497248,21,228,3393,30
5843414458,797659,2487669,9,1195,3904,30
2132634172,800809,2495936,23,382,3716,30
5356621138,804839,2495003,15,550,2383,30
2508029884,800811,2495157,31,378,1722,30
2536316915,801810,2494625,37,473,1814,30
2540896356,796184,2492033,39,1161,4345,30
2623035695,799179,2493185,39,776,3950,30
1116448561,803042,2493891,34,438,1523,30
5374298581,805977,2495404,19,593,2559,30
2613095884,800618,2493390,28,633,2901,30
5019363187,801105,2491841,28,635,2371,30
1169604916,796794,2487860,23,1432,4205,30
2533159950,804964,2496430,13,511,2056,30
2533191713,805376,2498114,17,474,2119,30
4729093883,801725,2491951,36,702,2356,30
5358385789,804568,2495435,33,419,2453,30
2557050037,796318,2490781,20,1150,2902,30
6884069560,802679,2493202,4,447,2653,30
5141659985,800972,2495711,21,490,2660,30
653125796,799241,2496197,17,501,2005,30
5389588114,801769,2492970,12,667,2370,30
2758919132,805297,2505296,4,1204,3093,30
2537975308,801575,2494646,13,477,3507,30
2539267336,801804,2490589,14,758,2224,30
2297443554,801251,2497025,27,231,1446,30
5232900486,802768,2500578,8,679,3578,30
5806331840,797522,2491508,22,974,4493,30
1117026230,799564,2498221,28,542,2055,30
2423998337,798443,2493146,25,868,3263,30
2184499158,800338,2498095,18,377,4796,30
2407726275,800397,2495488,20,509,1834,30
2523058118,800237,2491639,16,777,1865,30
5192382152,801984,2491073,16,648,2958,30
2458960411,804722,2495911,7,512,3133,30
2457586755,797101,2490498,10,1412,3268,30
1768207600,800203,2497226,0,591,3460,30
6219874438,802672,2492098,29,617,5038,30
5140241370,802734,2500425,13,732,3295,30
1169618002,800185,2490073,31,896,4073,30
1116448912,801216,2498618,6,377,2140,30
2407726260,800233,2495871,21,328,1426,30
