c103

capacity,speed
200,10

osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
5178935608,802434,2496828,0,0,1000000,0
2456755021,803734,2500438,20,682,1482,30
5140241378,803350,2500447,20,651,1094,30
6388557180,803145,2500822,20,711,1620,30
5141561042,803473,2500274,20,679,1347,30
2317023667,803471,2500697,20,617,1736,30
3647240051,802682,2500423,20,684,1406,30
5232900534,803393,2500449,10,533,1820,30
5140241369,802806,2500446,10,640,1070,30
2317023646,803328,2500965,10,731,1550,30
2317023660,803386,2500732,10,696,1132,30
5232900535,803427,2500469,10,568,1041,30
1943410610,803877,2500443,10,587,1081,30
5140241353,803289,2500303,10,635,1893,30
2508090903,803247,2499981,10,703,1764,30
1169614015,800706,2490390,30,790,1507,30
1169593514,801404,2490343,20,822,1430,30
1169612485,801564,2490143,20,839,1747,30
2531769977,800749,2490205,20,862,1268,30
1169605911,800793,2489842,20,873,1663,30
6917077637,801724,2490423,20,877,2011,30
1169598287,800621,2490063,20,995,1457,30
2539267301,801666,2490410,20,758,1394,30
1169597818,800698,2489875,10,884,1663,30
6036032421,801218,2489885,10,951,1487,30
2408429364,800624,2489900,10,998,1595,30
6848874213,806601,2501423,20,932,1370,30
6848874210,806604,2501350,20,999,1938,30
5193738488,807382,2501973,20,963,1635,30
6848874205,806531,2501375,20,991,1527,30
2317013987,807395,2501771,20,1081,1702,30
6848874197,806764,2501341,10,869,1575,30
6848874187,806586,2501337,10,973,1455,30
5777506704,806532,2502081,10,1065,2144,30
5777506669,806587,2502083,10,1045,2064,30
6848874124,806544,2501309,10,889,1553,30
5777506699,806678,2501932,10,1146,1803,30
5189735883,806981,2501102,10,946,1363,30
5777506023,806724,2502087,10,999,2301,30
6848874204,806509,2501360,10,870,1590,30
6848874207,806548,2501386,10,905,1709,30
4889417407,797886,2495913,30,686,1264,30
6726004789,797837,2495911,30,689,2003,30
6726004791,798265,2496143,30,689,1657,30
4889417412,797869,2495912,30,576,1214,30
4239682089,798760,2495364,30,696,1288,30
1768207364,798742,2496383,10,550,1396,30
5020902132,798275,2496368,10,568,1215,30
1768207197,798751,2495642,10,656,1600,30
1768207201,798735,2495735,10,596,1234,30
2457761603,798788,2496001,10,652,1668,30
1116415356,807186,2495493,30,672,1554,30
2458960449,807105,2495272,30,690,1105,30
5169912244,807689,2495955,30,720,1619,30
5169911635,807668,2496064,20,774,1703,30
1116415419,807686,2495866,20,753,1211,30
1116415533,807161,2495521,20,654,1324,30
2458958739,807167,2495286,20,815,1317,30
2184437898,807414,2495576,10,726,1181,30
1116415162,807693,2496111,10,675,1222,30
5169911624,807226,2495665,10,718,1368,30
2550450268,806382,2497957,30,731,1296,30
2550490929,806200,2498476,30,577,1150,30
2553916719,806061,2498287,30,617,1148,30
2550322694,805558,2498527,20,624,1538,30
2553922076,806146,2498549,20,626,1417,30
2550450314,806231,2498038,20,667,1149,30
1117084987,806103,2497976,20,649,1524,30
5567121793,805698,2498572,10,556,1286,30
1117084994,806123,2498495,10,593,2667,30
1116448512,806277,2498099,10,607,1369,30
5369959950,797168,2491709,30,1086,2184,30
4889565080,797246,2492983,30,966,1532,30
5806331840,797522,2491508,30,987,1691,30
2540901592,796515,2492093,30,1173,1622,30
294966677,797287,2491656,20,1035,1533,30
5643323875,796962,2492003,20,987,1879,30
5369959956,797077,2491608,10,1037,1474,30
1169612559,797267,2491660,10,1070,2354,30
5806331809,797440,2491556,10,1019,1942,30
1169604715,797271,2491668,10,1007,2072,30
2537806936,805462,2494315,30,594,1857,30
2537806948,805893,2494483,30,514,1993,30
3433940382,805478,2494030,30,637,1924,30
5504300012,805849,2494344,30,604,1084,30
2537806946,805900,2494501,30,528,1316,30
3433940390,805909,2494045,10,568,1299,30
3433940386,805392,2494027,10,693,2080,30
5305062685,806771,2493910,10,839,1475,30
496532973,806120,2493790,10,679,1510,30
5281881075,806303,2494150,10,750,2069,30
6481741402,800730,2499045,20,399,1234,30
2703874312,800902,2499092,20,463,2062,30
2703898471,800841,2498882,20,598,1272,30
5179129445,801677,2499034,20,425,910,30
5179129444,801782,2499035,20,391,846,30
2703862968,800830,2499237,20,509,1151,30
6072476402,801174,2498917,20,445,936,30
2703898464,800668,2498930,20,541,1134,30
2703862931,800684,2499292,20,441,1227,30
2703874300,800773,2499229,20,542,1786,30
