rc203

capacity,speed
1000,10

osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
5178935608,802434,2496828,0,0,1000000,0
837171388,800452,2490355,15,887,4765,30
1215713313,800075,2490062,35,939,2294,30
1121499448,800429,2490732,22,915,4337,30
5223826498,800191,2490152,11,1066,3217,30
1215713453,800131,2489963,13,1062,3998,30
5223826155,800434,2490651,19,851,2088,30
1121499537,800120,2490947,21,914,3179,30
4850176520,800420,2490823,19,863,3327,30
2290904112,800271,2490468,39,834,4148,30
5865250275,799452,2490546,16,1061,4230,30
2557050032,796209,2490669,34,1357,2672,30
5806331849,796639,2490664,10,1202,4608,30
1169606242,796452,2490394,39,1321,3909,30
1169602333,796441,2490343,27,1184,3489,30
1169605879,795719,2491305,0,1153,3578,30
5693598441,796619,2490651,12,1266,2774,30
2557050014,796253,2490684,17,1253,2622,30
3796979289,796781,2491036,27,1014,4518,30
2557057118,796044,2491505,14,1131,2191,30
2958627205,800305,2496473,0,669,2512,30
2709078088,799471,2492266,10,797,2141,30
2400039316,801167,2494941,19,436,2564,30
2294313649,799283,2488865,38,1093,2818,30
3799248869,800769,2493476,24,660,2125,30
1169616966,799022,2494981,20,612,2632,30
2550463092,807015,2497946,22,808,4911,30
5361434711,804830,2495425,38,604,1997,30
2400176729,801850,2495519,20,642,3548,30
2703968417,799919,2498169,16,436,2034,30
2703988151,801023,2502272,20,699,2425,30
2367043544,806533,2497653,18,975,4411,30
2407561617,799901,2491962,35,849,1955,30
1943410389,803678,2497919,17,347,1792,30
2406884071,800164,2494440,3,706,3676,30
2184499027,801100,2496250,13,423,3695,30
2469773658,798794,2494493,0,796,3445,30
2462875553,801317,2491742,18,799,2213,30
1931988604,804307,2495975,16,550,2407,30
2703874367,800754,2498989,12,441,2407,30
6483275080,800343,2495950,35,586,2880,30
2367037716,806605,2497986,3,747,2526,30
2408488776,802575,2495229,1,283,1792,30
2409704686,802740,2494308,18,502,2671,30
2561225133,806768,2500854,16,1152,3957,30
5360135148,804776,2494978,12,554,2826,30
2539487901,800921,2493579,27,624,1804,30
2400176663,801537,2495773,17,485,2841,30
5140240964,800809,2500606,24,761,2164,30
1214408448,799366,2490072,27,1067,2667,30
2553900097,809002,2502472,31,1323,3101,30
2561005231,799828,2497089,22,761,2995,30
3166565781,802490,2491596,39,733,2440,30
5563822479,802492,2491968,17,732,4527,30
2425146610,799763,2495588,34,626,3564,30
5445825389,800076,2493420,2,617,3356,30
2540889636,797196,2490397,15,1121,3659,30
5806332393,797719,2491881,35,1009,3517,30
2709090068,800100,2492091,35,959,3394,30
2394954199,801385,2494348,5,464,2759,30
496532973,806120,2493790,16,787,3443,30
5305062695,806317,2494204,20,594,1910,30
5445825349,800149,2493631,17,655,4491,30
5358178353,804324,2495105,34,484,4129,30
2364346026,804219,2502000,20,974,2854,30
6928695169,801095,2489995,19,962,3402,30
1169595843,794634,2492335,31,1317,2677,30
2699550401,807615,2496209,34,797,2377,30
3352524997,802960,2490836,31,898,2970,30
2533191715,805109,2497151,15,641,2160,30
2460052170,805900,2495633,20,565,2920,30
1169613869,796636,2490267,26,1116,2862,30
2456371372,801105,2493865,17,706,2158,30
5179534496,803015,2495803,7,359,2415,30
3799255760,798240,2493323,29,894,2378,30
1169614574,799221,2495024,0,798,2978,30
2425139413,799327,2495530,30,717,2998,30
6578885733,802036,2491356,13,732,2289,30
277486228,801200,2498617,13,531,2737,30
1169593814,800999,2489750,32,999,2665,30
2290862165,796193,2491129,23,1231,2943,30
2703704123,799211,2493545,13,835,1969,30
2420872111,800250,2493909,15,555,2249,30
1116415396,800789,2494024,4,667,2480,30
2959075469,806031,2496817,1,515,3721,30
837171393,800466,2490246,11,891,2039,30
2500290517,802808,2494756,18,449,2579,30
2758882962,805228,2505099,29,1267,2812,30
2428181102,800214,2493064,4,809,3323,30
5369959739,797963,2494944,14,680,3017,30
2505516178,801121,2502540,28,1071,3306,30
2423998359,799348,2492750,8,692,2689,30
2505523098,801541,2502352,3,881,3621,30
2407726283,800581,2495574,13,638,3252,30
6822264619,806267,2501458,27,855,3020,30
5281881064,806318,2494116,15,828,1885,30
5567121705,804847,2498320,33,484,2257,30
277939450,801228,2498302,38,430,2700,30
5808598694,807958,2501279,31,1119,3833,30
2476196130,802325,2495555,21,297,2376,30
1169607839,802691,2491316,32,751,3657,30
