c105

capacity,speed
200,10

osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
5178935608,802434,2496828,0,0,1000000,0
5189735883,806981,2501102,30,1105,2152,30
6848874210,806604,2501350,30,1033,1529,30
2317013987,807395,2501771,30,1086,2052,30
6848874142,806708,2501427,10,936,1989,30
6848874204,806509,2501360,10,871,1398,30
3960599128,807467,2501769,10,1063,1896,30
6848874205,806531,2501375,10,841,1409,30
3738253303,806811,2502304,10,963,2053,30
5193738488,807382,2501973,10,1109,1840,30
6848874180,806541,2501306,10,894,2296,30
5777506669,806587,2502083,10,961,1904,30
5777506699,806678,2501932,10,1037,1822,30
6848874198,806707,2501315,10,960,1452,30
3738263653,807074,2501926,10,1067,2113,30
1943410459,803273,2499865,30,654,1500,30
5232900534,803393,2500449,30,590,1020,30
1943410474,803227,2499892,10,595,1055,30
5232900429,802919,2500810,10,697,1505,30
5675751066,803250,2500000,10,585,1862,30
1943410613,802643,2500421,10,548,1970,30
5140241370,802734,2500425,10,706,1950,30
2456755021,803734,2500438,10,660,1325,30
5232900549,803432,2500494,10,598,1650,30
2132748600,802898,2500903,10,776,1266,30
1943410806,803302,2500782,10,808,1721,30
5141561041,803557,2500261,10,693,1933,30
5141561036,803323,2500258,10,515,984,30
5140241369,802806,2500446,10,550,1913,30
2508090893,803243,2500132,10,514,1302,30
5141561042,803473,2500274,10,593,1115,30
1116415528,807374,2495838,20,663,1864,30
5169912124,807310,2495529,20,789,1256,30
4337209512,807559,2495913,20,794,1870,30
2458960449,807105,2495272,20,828,1908,30
2699550401,807615,2496209,20,833,1534,30
4337209511,807368,2495894,20,778,1942,30
5169911631,807704,2495893,20,747,1903,30
5169911624,807226,2495665,20,648,1344,30
2184437918,807671,2496108,20,781,1205,30
5169911625,807316,2495672,20,779,1269,30
2550490837,806176,2498415,30,603,1455,30
2550322701,805644,2498476,30,659,1082,30
1117084987,806103,2497976,20,583,1538,30
2533191682,805319,2498322,20,626,1392,30
2367052728,806400,2497938,20,636,1973,30
2553916754,806044,2498516,20,694,2039,30
2550450268,806382,2497957,20,642,1515,30
1117084940,806108,2497834,20,537,1328,30
2550322694,805558,2498527,10,522,886,30
2533191795,805587,2498217,10,570,2225,30
1169614210,800436,2490123,30,942,2340,30
1169605051,800434,2490115,30,821,1870,30
1169597942,800593,2489978,20,1000,1784,30
1169610276,800657,2489746,20,1041,2015,30
2539267361,801660,2490440,20,756,1586,30
5223826147,800522,2490705,20,898,1798,30
6917077637,801724,2490423,20,753,1250,30
1169605911,800793,2489842,20,885,1380,30
1169616389,800574,2489915,10,883,1347,30
1169594131,800541,2490048,10,845,1262,30
5369959781,798258,2496386,30,536,1079,30
5567304367,798418,2496380,30,643,1135,30
5567304373,798473,2495576,30,734,1630,30
1169593590,798850,2495999,20,731,1459,30
6020940628,797924,2495600,20,750,1279,30
3812076384,798271,2496403,20,616,1923,30
1768207197,798751,2495642,20,539,1446,30
4889417406,798286,2495566,10,706,1883,30
4889417416,797925,2495554,10,699,1149,30
5226662711,798297,2495291,10,706,1811,30
6072476402,801174,2498917,30,504,1245,30
2703874350,800871,2499257,30,461,1127,30
2703874306,800829,2499242,30,497,1245,30
2703862968,800830,2499237,30,491,2135,30
5569752415,801264,2499040,20,433,1365,30
2703898467,800596,2498967,20,502,1001,30
1943410433,801032,2499331,10,548,1190,30
1981097826,801726,2499054,10,543,1206,30
2703874308,800909,2499089,10,484,1738,30
1981097845,801203,2499057,10,480,1981,30
5304751085,807121,2494512,20,793,1231,30
2537806946,805900,2494501,20,682,1520,30
3433940375,805484,2493842,20,616,1287,30
3624957013,806830,2494451,20,648,1018,30
3624956653,806595,2494169,20,732,1138,30
3627937204,806676,2493835,20,737,1723,30
5304751097,806741,2494157,20,653,1483,30
1116417971,805887,2493752,20,700,1531,30
1116458648,805893,2494088,20,599,1295,30
5281881065,806272,2494100,20,712,1123,30
5806331809,797440,2491556,30,1060,2047,30
6020941055,797273,2492958,30,1022,1631,30
5806331805,797283,2491648,30,943,1533,30
5369959949,797191,2491739,30,1083,1711,30
5806332409,797328,2491621,20,1040,1549,30
5369959948,797339,2491953,20,1033,1889,30
2540889607,797444,2491564,10,1045,1471,30
5806332418,797234,2491689,10,1156,2182,30
4889565080,797246,2492983,10,853,1317,30
1169612559,797267,2491660,10,1038,1727,30
