rc201

capacity,speed
1000,10

osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
5178935608,802434,2496828,0,0,1000000,0
2409719684,799630,2490469,38,1004,2941,30
2531767561,800282,2490342,13,929,2526,30
1215713309,800025,2490092,34,939,3358,30
2531767622,800196,2490711,23,972,3149,30
837171388,800452,2490355,23,849,2396,30
2531767572,800303,2490671,26,836,2287,30
1169595574,799892,2489931,29,1023,3825,30
5170027850,800027,2491047,12,938,3545,30
1215713374,799705,2490189,3,934,3653,30
5693598438,796389,2490575,1,1242,3245,30
2557050038,796296,2490699,19,1159,4174,30
2557057118,796044,2491505,13,1230,3950,30
1169610367,796534,2490399,1,1252,2586,30
5693598441,796619,2490651,30,1169,2797,30
1169596392,796532,2490366,24,1254,2358,30
1169615339,796500,2490338,20,1080,3474,30
2557057117,796072,2491424,13,1179,2764,30
1169600072,795669,2490933,18,1199,3982,30
5865250204,799825,2490208,5,850,3814,30
1673429676,800785,2496561,14,509,2011,30
1169615940,795244,2492685,22,1209,2792,30
5212670497,795085,2491066,14,1442,4739,30
2535192881,804364,2497969,23,484,3189,30
5389588300,801473,2492569,7,740,2154,30
277667749,801559,2497261,36,285,2870,30
1916783467,806225,2495264,23,639,4291,30
5822666473,799258,2496519,21,653,2825,30
6884026450,802749,2493308,4,508,4535,30
1117084952,806620,2496740,1,893,3459,30
2531767609,801104,2490555,7,808,2328,30
4811663103,803182,2496073,37,409,2111,30
2402263610,806299,2494367,25,801,3652,30
2421445981,799372,2494820,23,590,3128,30
3810815016,809577,2501742,34,1379,3742,30
2550463088,807710,2499059,11,815,2763,30
278376560,804383,2495016,6,613,1999,30
5358267963,805177,2494983,29,470,4392,30
5927179064,801847,2490686,28,751,3210,30
5173028373,807673,2502142,2,1265,3996,30
2299617854,801147,2494215,27,576,1626,30
2539588697,799830,2494418,38,527,2157,30
2367037750,806979,2497910,24,809,2258,30
2364346076,804961,2501649,35,781,3665,30
5781259584,801527,2505347,8,1269,2585,30
5567121947,805093,2498629,32,823,2205,30
5178935377,801238,2493774,28,583,1657,30
5019363707,799979,2491507,16,697,2876,30
2562510143,802455,2503078,7,1172,3288,30
6612639640,796354,2489019,8,1394,3025,30
2613104760,801131,2492805,23,800,2522,30
1169604830,800269,2490046,16,950,3295,30
6816177060,799636,2489089,24,978,2994,30
1169616177,798778,2494899,35,731,1914,30
2299600440,801536,2495814,9,423,2147,30
1943410422,803358,2499088,7,374,2677,30
277486222,801211,2498300,20,670,2301,30
2539267336,801804,2490589,11,747,2346,30
2427779697,800952,2496315,17,572,2309,30
2432071231,801541,2493603,15,622,2739,30
5901300795,800279,2494870,12,687,4122,30
3624957020,806818,2494448,22,792,5032,30
2709078071,799484,2492244,24,784,3189,30
2409492602,802156,2490534,0,903,2292,30
1943411324,800986,2502669,2,787,1847,30
1116415197,804490,2496572,39,504,1707,30
2420850601,801168,2493098,14,525,3593,30
2536316915,801810,2494625,10,308,3399,30
5195200819,798104,2493469,8,975,3829,30
5257529546,798589,2496804,11,648,1961,30
2132634137,800312,2492045,39,878,2183,30
5201150956,802138,2492087,33,716,4952,30
5179129483,802007,2499799,21,535,1613,30
1169604069,798484,2493190,19,810,3400,30
2428181149,800078,2493093,34,684,2056,30
2557050005,796229,2490751,22,1126,2747,30
2541029290,797671,2492292,26,955,2071,30
5808598719,807588,2501233,19,1211,5181,30
2423992224,799240,2492904,25,842,3711,30
3799247052,797861,2493671,21,890,2451,30
2703988113,800914,2501903,8,802,1957,30
2398034774,803811,2495759,27,371,3128,30
5193738517,806744,2502603,11,1141,4264,30
2703118426,801287,2492324,19,630,1909,30
2409704655,803445,2495051,16,322,1666,30
2533191721,805477,2497714,9,689,3159,30
6917077835,801947,2489567,31,1038,4988,30
5369959803,797979,2494552,33,950,4220,30
2699876413,806110,2495550,16,703,3536,30
2409480648,802339,2492272,14,588,2952,30
2427761495,801206,2494646,3,612,1757,30
2703704126,799174,2493548,4,777,3936,30
2411100242,802434,2493013,6,487,2603,30
2973574012,807201,2498289,4,963,3520,30
2531767590,800696,2490607,29,975,4134,30
1116449026,801561,2494232,19,357,3018,30
5212670469,795584,2489477,17,1495,2850,30
2458958751,805815,2496072,39,467,2462,30
5192382427,802849,2490033,6,937,2936,30
1214404282,798866,2490013,26,1184,2715,30
4526091785,802323,2496023,20,330,2850,30
