c104

capacity,speed
200,10

osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
5178935608,802434,2496828,0,0,1000000,0
5567304373,798473,2495576,30,765,1343,30
1768207197,798751,2495642,30,582,1211,30
5257529545,798747,2496953,30,797,1675,30
6020940640,797927,2495510,30,631,1382,30
6726004790,798286,2496143,20,696,2011,30
1169593590,798850,2495999,10,651,1598,30
1768207201,798735,2495735,10,673,1907,30
5369959781,798258,2496386,10,527,1634,30
6726004789,797837,2495911,10,737,1230,30
1768207358,798728,2496345,10,577,1832,30
5243377560,798199,2496129,10,528,1367,30
6848874198,806707,2501315,30,959,1728,30
5777506699,806678,2501932,30,1048,1695,30
5193738526,807353,2501769,20,1045,2038,30
6822264614,806393,2501374,20,1002,2200,30
6848874204,806509,2501360,20,913,2371,30
5777506024,806661,2502085,10,1093,2779,30
5777506702,806570,2502090,10,1043,2110,30
6848874180,806541,2501306,10,854,2184,30
3960599129,807447,2501770,10,1123,1968,30
5777506001,806734,2502012,10,1005,1524,30
5777506701,806678,2501947,10,1126,1757,30
5193738805,806748,2502088,10,962,1744,30
5193738488,807382,2501973,10,1006,1750,30
582493057,807667,2496091,30,811,1468,30
5169912124,807310,2495529,20,672,1094,30
2184437907,807682,2495990,20,665,1908,30
5169911625,807316,2495672,10,750,1490,30
2699550329,807139,2496310,10,879,1377,30
4337209512,807559,2495913,10,763,1801,30
1116415356,807186,2495493,10,702,1838,30
2699550351,807187,2496224,10,852,1877,30
2458960449,807105,2495272,10,789,1430,30
2184437924,807680,2496141,10,810,1517,30
4337209511,807368,2495894,10,748,1131,30
5169911635,807668,2496064,10,761,1221,30
2528997104,807568,2496146,10,810,1934,30
5194055690,806792,2496517,10,563,1408,30
2184437899,807482,2495582,10,841,1630,30
5169912110,807320,2495566,10,804,1219,30
2533191710,805393,2498244,30,436,1043,30
1116448512,806277,2498099,30,721,1902,30
2550450316,806183,2498025,30,549,1021,30
2553916763,806188,2498479,30,720,2243,30
1117085018,806237,2497993,30,542,990,30
2533191699,805572,2498126,10,559,1108,30
2367052670,806377,2497944,10,590,1394,30
1116457643,806410,2498045,10,701,1854,30
2553922076,806146,2498549,10,726,1221,30
2533191795,805587,2498217,10,639,1044,30
1169597818,800698,2489875,30,956,1624,30
2531767585,800840,2490589,30,756,1199,30
6036032428,801219,2489894,20,893,1260,30
2408433277,800951,2489642,20,889,1779,30
5223826147,800522,2490705,20,872,1475,30
1169614015,800706,2490390,20,798,1607,30
1169598287,800621,2490063,20,942,1339,30
1169613787,801181,2489905,20,834,1256,30
1169593814,800999,2489750,10,833,1886,30
3653730691,800705,2490251,10,896,2099,30
277486223,801196,2498698,30,360,1000,30
2703898471,800841,2498882,30,533,1736,30
2703898462,800839,2498936,30,426,1814,30
2703862925,800833,2499170,30,406,878,30
5179129444,801782,2499035,30,521,1907,30
2508090915,801742,2499054,10,448,1071,30
5179129425,801737,2498984,10,572,1110,30
2703874341,800785,2499186,10,446,1186,30
2703898480,800837,2498974,10,508,950,30
2703898450,800670,2498875,10,453,877,30
6020941075,796745,2492280,30,1002,2229,30
5806331805,797283,2491648,30,1075,1548,30
5806332402,797314,2491702,30,983,1801,30
2540889610,797434,2491547,20,893,2039,30
5806332417,797239,2491697,20,1022,1973,30
5643323845,796928,2492636,20,1025,1481,30
2540901592,796515,2492093,20,1024,2098,30
2540901551,796490,2492428,10,1065,1883,30
5369959956,797077,2491608,10,1009,1462,30
6020941034,797246,2493071,10,926,1599,30
3624956843,806486,2494260,30,826,1285,30
1116417992,806065,2493791,30,664,1609,30
2537806946,805900,2494501,30,695,1236,30
2537806910,805898,2494329,30,666,1143,30
5281881050,806319,2494060,30,782,1475,30
3624957020,806818,2494448,10,628,1189,30
3624956997,806780,2494355,10,725,1122,30
3433940375,805484,2493842,10,720,1371,30
5504300019,805883,2494380,10,572,929,30
1116458631,805476,2494075,10,736,1319,30
3647240055,802656,2500439,20,739,1171,30
2132748600,802898,2500903,20,791,1171,30
5232900549,803432,2500494,20,574,939,30
5140241370,802734,2500425,20,718,1180,30
1943410502,803268,2500040,20,681,1079,30
5179129517,803838,2500402,20,551,1895,30
3647240051,802682,2500423,20,747,1489,30
5141561039,803286,2500184,20,597,1085,30
1943410610,803877,2500443,20,644,1141,30
5232900547,803335,2500538,20,584,1038,30
