r204

capacity,speed
1000,10

osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
5178935608,802434,2496828,0,0,1000000,0
5179129423,801727,2499034,23,526,1621,30
5141659977,801088,2495767,25,583,3179,30
5212670502,794839,2492226,36,1273,4660,30
5369959949,797191,2491739,3,1045,4415,30
2407748548,800569,2494181,26,499,1962,30
1169607915,799640,2497059,18,543,1915,30
1981097845,801203,2499057,35,441,2749,30
5389588085,801174,2493249,17,484,1629,30
4805946588,802901,2496101,25,223,2874,30
1121499506,800516,2490726,25,941,2289,30
5131284503,800494,2494635,4,639,2248,30
3960222899,808938,2502422,6,1433,2882,30
278660525,801835,2496157,26,311,3263,30
2550435197,805936,2498203,18,620,1819,30
6024426678,808008,2504057,27,1436,2846,30
6906994063,801976,2490722,22,716,3069,30
5176855407,805907,2501451,11,846,3365,30
5445825349,800149,2493631,14,729,4555,30
3793845601,799344,2491889,1,891,2893,30
2462495552,800097,2494333,14,623,2093,30
1116448634,804620,2498937,8,486,4256,30
5999844186,800227,2497728,22,406,1718,30
2540889546,797257,2491251,8,947,4608,30
2433717896,801553,2493075,39,585,2792,30
5178935538,803568,2495552,26,412,3343,30
2407726221,800446,2495669,27,553,5090,30
2300712922,807392,2500865,19,890,4747,30
1673429676,800785,2496561,17,497,1778,30
5179594948,800357,2495063,6,564,3313,30
920047490,801923,2490750,14,674,1773,30
2550462989,807146,2498676,1,735,2135,30
5140240958,800773,2500602,20,563,3436,30
1928748086,803151,2490093,14,939,2910,30
2537975303,801532,2494615,33,497,1827,30
2552512018,805580,2498586,14,606,3059,30
1169603865,794606,2492328,8,1183,3154,30
2552512040,805513,2498574,36,502,4394,30
5999844202,800230,2497707,19,367,3466,30
1169602028,797020,2491399,19,972,3714,30
6603044107,794714,2492315,16,1251,3361,30
2409714501,803828,2495113,29,546,2727,30
2540896395,795656,2489344,37,1309,2635,30
5356402700,804551,2495594,29,431,2987,30
2407748559,800355,2495063,18,491,3058,30
4889417401,797675,2495931,36,672,3139,30
2703968401,800339,2498789,6,630,2797,30
1236299338,801750,2498281,19,215,2630,30
1943410396,803687,2498086,0,333,3257,30
2394954199,801385,2494348,7,445,4314,30
2425050862,800128,2495020,28,492,3046,30
5179092475,802554,2496106,39,229,2801,30
1640405551,801537,2503304,21,959,2458,30
3352418820,802098,2492282,12,551,2457,30
5173029161,808286,2502514,15,1219,3060,30
3834510263,797176,2490803,32,1183,3744,30
5175418564,802065,2494323,2,353,1599,30
5170027857,800018,2491123,0,909,3376,30
2703704145,798824,2493280,39,703,3763,30
2458782997,797474,2486881,30,1409,2911,30
2425035033,801017,2494539,36,541,3906,30
4055248449,798250,2488271,36,1182,3524,30
5131284472,800771,2494734,16,505,3451,30
2290893734,800051,2495629,22,487,4859,30
2409492623,801788,2489974,24,870,3523,30
2528889102,805786,2495136,3,547,2768,30
278220530,803551,2495980,31,416,1938,30
2508090910,801723,2499488,21,617,4452,30
3352480437,802372,2492792,23,542,1648,30
2672895519,799304,2488928,27,1112,4788,30
1117026468,799671,2498223,22,490,3445,30
2409712142,803394,2493767,3,472,1756,30
2505516210,800440,2501265,11,805,3931,30
1169601289,799405,2489609,17,958,2934,30
2428181078,800144,2493065,35,785,2947,30
2433356717,800777,2494249,13,631,3438,30
6578885730,802061,2491337,29,748,1945,30
2423992200,799796,2493655,4,651,3375,30
5141560614,803355,2499974,1,489,3032,30
2408439651,801990,2491508,16,714,3220,30
1169604013,799107,2495492,38,699,3685,30
3799255767,798249,2493333,0,774,4344,30
1169612806,799975,2492741,1,692,3191,30
4729093929,802338,2491512,0,692,2246,30
1169612095,797834,2492659,14,961,3890,30
2703968414,800110,2498335,37,438,2816,30
2427789251,801780,2496310,1,275,4016,30
2550450324,806732,2498332,0,782,2439,30
1116448903,805410,2498614,33,519,2379,30
3796979290,796295,2492088,26,1115,3073,30
2539588744,799781,2494545,35,594,3404,30
2476196072,802000,2495352,0,509,3547,30
5179092221,802752,2497987,39,214,4869,30
6848874100,806214,2501062,9,905,3788,30
6728673057,797389,2489011,25,1258,4506,30
5178935353,802963,2494481,17,470,2586,30
5177209918,803327,2496024,5,316,2686,30
2505523060,800868,2501142,16,588,2536,30
6481741361,800989,2499160,33,409,2329,30
4721462346,801595,2505370,34,1163,2454,30
3166565786,802487,2491680,21,600,3805,30
