c202

capacity,speed
700,10

osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
5178935608,802434,2496828,0,0,1000000,0
5927179507,801865,2491023,40,837,2315,30
5927179546,801798,2490960,40,797,2004,30
4382016938,801273,2491390,30,734,3273,30
310170659,800990,2490719,30,822,2864,30
2539269057,801523,2491196,30,791,2066,30
2531767620,801371,2490469,30,740,2177,30
2539268994,801447,2491316,30,737,2117,30
294966493,801482,2490368,30,764,2159,30
4382016935,801255,2491399,30,776,2741,30
4382016976,801181,2491429,30,724,1981,30
6578866467,801427,2490644,30,821,4131,30
4382017022,801258,2491470,30,664,2451,30
5927179514,801802,2491074,30,722,2503,30
2539269008,801654,2491214,30,763,4151,30
4382016979,801218,2491432,30,757,1835,30
1169604608,801450,2491341,20,692,2186,30
294966487,801294,2491239,20,826,4548,30
5999844088,800951,2490859,10,822,3304,30
4382016973,801265,2491432,10,784,3418,30
4376915369,801205,2491317,10,797,4127,30
5927179523,801789,2491011,10,647,3187,30
6578866471,801523,2490652,10,861,3595,30
1169593514,801404,2490343,10,778,4689,30
4382016909,801185,2491315,10,639,2986,30
5927179536,801729,2491005,10,740,3852,30
2531767594,801361,2490507,10,874,2892,30
1169597059,801167,2491152,10,660,1767,30
4382016977,801300,2491436,10,644,1919,30
4376915368,801197,2491316,10,726,1996,30
1169609574,801187,2491231,10,690,2034,30
4382016980,801247,2491436,10,772,2137,30
4382954490,801156,2491229,10,831,2091,30
1121499523,800867,2490852,10,802,3151,30
662290548,800943,2490858,10,895,2341,30
5192379617,801467,2491447,10,694,4340,30
2408429393,801494,2490371,10,808,2757,30
6848874343,805181,2501503,40,825,2112,30
2364241975,805389,2501586,40,773,3420,30
2364352872,804855,2500803,40,716,2841,30
2364241986,805112,2501238,40,846,2152,30
2364241994,804943,2501543,40,828,2083,30
3810877451,804991,2501766,40,756,3640,30
2364352874,804519,2500807,40,664,2798,30
6848874345,805232,2501532,40,770,2727,30
2364346076,804961,2501649,40,809,4494,30
2364352904,804358,2500828,40,645,2025,30
1943410885,804846,2500901,30,776,2851,30
1943410730,804861,2500698,30,787,2854,30
2364346020,804950,2501712,30,779,4198,30
5129130567,804256,2501752,30,731,3784,30
1943410705,804402,2500664,30,755,2333,30
3016780637,804168,2501911,30,751,2084,30
6778994065,804839,2500998,30,847,3603,30
6433492058,804187,2501852,20,826,4070,30
2364352900,804379,2500749,20,664,2907,30
2364352929,804324,2500957,20,697,4033,30
2364346052,804942,2501557,10,765,2010,30
2364352876,804488,2500883,10,659,1754,30
1942982769,804203,2501975,10,789,2007,30
5643323642,798239,2493343,40,737,3152,30
2623035747,798278,2493289,40,836,3594,30
6020941034,797246,2493071,40,921,3696,30
5369959565,797915,2493641,40,881,2240,30
6020941048,797207,2492965,40,922,2407,30
3799247052,797861,2493671,40,873,4220,30
6000019140,798415,2493183,40,828,3045,30
6020941041,797318,2493063,40,1009,2090,30
3799255767,798249,2493333,40,796,4836,30
4889565091,797278,2493043,40,964,2452,30
5195201527,798215,2493668,30,917,3232,30
1169603589,798451,2493155,30,859,2218,30
5643323712,797815,2493733,30,936,2440,30
4889565080,797246,2492983,30,1049,2273,30
5195200819,798104,2493469,30,865,2457,30
5195200818,798093,2493457,30,890,3994,30
2623035737,798413,2493650,30,767,2239,30
5369959618,797978,2493586,30,834,5850,30
1169598357,798587,2493306,20,854,2085,30
2623035730,798409,2493541,20,846,4305,30
4889565048,797867,2493685,20,840,2079,30
2533159854,804850,2496644,40,471,1874,30
2533191675,805059,2497524,40,390,3925,30
2533191798,804653,2497007,40,426,4572,30
2528898661,805696,2496849,40,456,2835,30
2528898757,804518,2496682,40,498,3767,30
1116415172,805699,2496920,40,572,2359,30
2528898672,804502,2496680,40,457,3337,30
1836234261,805450,2497040,40,506,1979,30
2528898774,804809,2496688,40,540,1691,30
2533159923,804886,2496478,40,576,1866,30
2533191824,804571,2497130,40,446,2571,30
4336879755,804987,2496629,40,571,3928,30
1116415532,804559,2497027,40,407,1904,30
5773763285,805672,2496972,30,467,1619,30
1116415406,805903,2497178,30,505,2696,30
2533159836,804954,2496481,30,465,3740,30
2528898667,804801,2496598,30,548,4139,30
2959075447,804977,2497422,20,455,3016,30
1116415307,805724,2496979,20,599,3358,30
2959062425,805903,2497454,20,486,3559,30
