rc101

capacity,speed
200,10

osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
5178935608,802434,2496828,0,0,1000000,0
1169607761,800101,2490123,19,1110,1507,30
1121499537,800120,2490947,19,1024,1445,30
1215713309,800025,2490092,6,1027,1430,30
837171437,799873,2490023,1,979,1459,30
1169595458,800188,2490114,21,1115,1620,30
2409719684,799630,2490469,7,1054,1583,30
4850176520,800420,2490823,19,965,1469,30
5865250263,799448,2490536,17,858,1413,30
2531767561,800282,2490342,17,1003,1637,30
1169601546,799844,2489982,28,1024,1346,30
5223822003,799880,2490141,16,881,1239,30
1169601648,800024,2490018,0,946,1554,30
1215713448,800130,2490010,36,1139,1615,30
2531767622,800196,2490711,12,848,1834,30
2557057117,796072,2491424,34,1229,2161,30
5693598550,796421,2491523,19,1239,1640,30
5693598301,796719,2491006,5,1284,2421,30
2557050002,796005,2490759,35,1196,2205,30
2540896428,795925,2490732,3,1156,1676,30
1169610367,796534,2490399,34,1069,1403,30
2557050032,796209,2490669,24,1203,2060,30
1169612594,796414,2490392,18,1271,1775,30
2557057118,796044,2491505,11,1317,1743,30
4898987120,800397,2496400,20,511,1377,30
5164218996,802773,2507227,14,1562,1888,30
5219367535,796495,2489181,31,1235,1658,30
3316841261,802780,2493293,36,615,1320,30
6547731153,801930,2505409,29,1341,1697,30
2703118464,801129,2493112,21,479,1687,30
5999844156,800197,2496112,31,763,1103,30
5199418470,801290,2489480,2,1101,1453,30
2423998384,798768,2492862,30,990,2082,30
2958627168,803504,2497785,17,330,884,30
2500282421,803151,2494393,33,596,1132,30
2458958751,805815,2496072,18,660,1171,30
5244377130,799161,2489033,35,1044,1455,30
2428181102,800214,2493064,35,900,2014,30
2557050043,796034,2490684,33,1123,1951,30
6265111356,807968,2502116,16,1087,1956,30
6816171913,799155,2488108,24,1220,2025,30
278218882,803538,2493752,37,521,1101,30
5567121796,804098,2499073,3,587,1465,30
2458960424,804731,2495853,38,476,1291,30
6388557136,803109,2501167,26,756,1105,30
5141661738,800945,2496007,20,392,976,30
5212670501,794835,2492248,22,1303,1934,30
1169612791,801763,2489524,28,1044,1667,30
5445824901,800579,2492588,5,786,1518,30
2550322699,805775,2498707,37,560,935,30
5176855406,805887,2501363,18,928,1292,30
2472120838,798507,2496821,22,844,1233,30
2533159920,804769,2496354,16,467,1255,30
1925242423,802753,2493841,30,742,1109,30
2531763056,800661,2491753,20,821,1544,30
3647363838,796921,2493295,17,1044,1712,30
2500304528,800971,2495115,19,431,927,30
5189789435,804602,2493665,22,716,1660,30
6581171059,801902,2492070,11,799,1172,30
2537806930,805475,2494094,15,579,912,30
5924564863,804655,2497852,34,338,924,30
5176855402,805793,2501352,28,889,1242,30
5223826154,800494,2490653,33,1031,1434,30
5140241202,802301,2500368,28,837,1149,30
2409714527,803490,2495052,5,547,867,30
2408506421,802738,2494853,31,352,686,30
2457885524,801425,2489135,15,1128,1553,30
4731709369,802358,2490769,12,904,1332,30
2408438078,802071,2491764,21,714,1497,30
6848874176,806520,2501290,22,921,1731,30
5356534711,804663,2495859,20,506,861,30
2476511336,802078,2495735,23,550,1323,30
2299613373,802716,2495942,27,315,1271,30
294966471,803086,2492069,26,803,1573,30
2407748579,800773,2494875,4,530,1179,30
2448172901,800938,2494515,31,427,854,30
2184499018,802111,2495939,30,429,1048,30
4889417406,798286,2495566,21,844,1705,30
6260056918,802804,2491390,32,737,1445,30
2364917718,802953,2499771,21,607,1079,30
664103536,799906,2497265,0,588,1368,30
2132748650,802201,2500454,15,701,1106,30
2671917163,797670,2487617,11,1356,1746,30
2533198940,804516,2498172,4,555,1041,30
5189789422,802312,2493440,23,522,1473,30
5140241358,803291,2500366,27,716,1610,30
6376885226,800680,2494037,21,683,1573,30
4840143137,801768,2494648,30,394,1091,30
2704680890,801563,2497051,18,298,662,30
6524952456,801659,2505073,19,1168,1896,30
2367043509,806364,2497594,20,1104,1740,30
1795586793,801621,2502684,35,1047,2013,30
2409492621,802237,2490685,22,965,1461,30
2531767569,800233,2490820,36,924,2383,30
3969501394,801030,2490546,22,991,1355,30
3627937258,806345,2494194,27,702,1544,30
6240866824,802041,2499040,35,498,1003,30
1236299537,802745,2498065,3,401,895,30
6901200341,803191,2494586,4,504,1022,30
2319432249,798095,2492179,12,1036,1671,30
2317023660,803386,2500732,14,791,1273,30
