c102

capacity,speed
200,10

osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
5178935608,802434,2496828,0,0,1000000,0
5169911624,807226,2495665,20,642,1473,30
5169912109,807312,2495561,20,698,2138,30
5169911631,807704,2495893,20,653,1536,30
5169909909,807578,2495856,10,730,1381,30
2699550329,807139,2496310,10,808,1999,30
2184437904,807463,2495846,10,668,1856,30
1116415170,807700,2496096,10,708,1549,30
1116415365,807309,2495831,10,697,1324,30
1116415162,807693,2496111,10,672,1064,30
1116415419,807686,2495866,10,774,1340,30
5194055690,806792,2496517,10,699,1156,30
2184437924,807680,2496141,10,641,1131,30
5169912143,807197,2495526,10,741,1219,30
2184437899,807482,2495582,10,765,1989,30
2528997022,807612,2496111,10,729,1199,30
2458958739,807167,2495286,10,731,1406,30
2458960449,807105,2495272,10,764,1883,30
6020941049,797217,2492952,30,1148,2454,30
6020941041,797318,2493063,30,948,2116,30
2540889634,797545,2491535,30,962,1376,30
5806332417,797239,2491697,20,932,1899,30
5369959960,796832,2492069,20,954,2576,30
2540889627,797403,2491616,10,955,1327,30
2540889602,797390,2491595,10,944,1589,30
1169604715,797271,2491668,10,989,2258,30
4889565080,797246,2492983,10,888,2593,30
2540889607,797444,2491564,10,925,1371,30
5806332402,797314,2491702,10,1073,1890,30
5806332395,797333,2491629,10,1012,1763,30
2456755021,803734,2500438,30,538,1510,30
5141561035,803348,2500392,30,555,1435,30
6388557182,803120,2500926,20,726,1373,30
6388671787,803823,2500441,20,583,1538,30
2317023660,803386,2500732,20,562,1090,30
5141561046,803381,2500179,20,581,1778,30
2508090902,803194,2500046,20,646,1119,30
6388557180,803145,2500822,10,706,1748,30
5675751066,803250,2500000,10,554,949,30
2317023646,803328,2500965,10,685,1121,30
5232900535,803427,2500469,10,645,1392,30
1116458627,805462,2494332,30,625,2125,30
3629038958,806498,2493802,20,781,1567,30
2402263740,805884,2494507,20,520,1516,30
3433940382,805478,2494030,20,561,1653,30
2537806946,805900,2494501,20,597,1426,30
3433940367,805397,2493840,20,710,1183,30
5281881075,806303,2494150,20,746,1530,30
1116417992,806065,2493791,20,676,1533,30
5305062685,806771,2493910,20,778,1758,30
3624956843,806486,2494260,10,772,1383,30
4889417401,797675,2495931,20,743,1840,30
277336405,798720,2496013,20,567,1611,30
4889417410,797941,2495555,20,737,1722,30
4889417407,797886,2495913,20,640,1023,30
5243377559,798211,2496139,20,565,2191,30
2472120806,798731,2496937,20,674,1443,30
1768207197,798751,2495642,20,668,1090,30
5226662711,798297,2495291,20,708,1780,30
5243377558,798216,2496154,20,645,1228,30
1169593590,798850,2495999,20,727,1904,30
6848874212,806621,2501361,30,868,2296,30
5240883391,806605,2501583,20,1003,1491,30
6848874211,806586,2501412,20,866,1929,30
6848874130,806480,2501402,20,927,1501,30
6848874214,806637,2501372,20,1046,1910,30
6848874124,806544,2501309,20,1002,1568,30
5173028135,807437,2501929,20,1107,1784,30
6848874205,806531,2501375,20,970,1397,30
6848874198,806707,2501315,20,910,1582,30
5777506704,806532,2502081,10,989,2551,30
2533191682,805319,2498322,30,563,1293,30
2550490837,806176,2498415,30,649,1870,30
2550450316,806183,2498025,30,657,1445,30
2550450274,806170,2498042,30,556,1592,30
1116457643,806410,2498045,30,724,1482,30
1117084940,806108,2497834,10,634,1433,30
2550450249,806266,2498067,10,567,1519,30
2553916761,806124,2498326,10,720,1406,30
1116448700,806173,2498616,10,687,1296,30
2533191699,805572,2498126,10,611,1086,30
5179129449,801728,2499005,20,411,1731,30
2703862974,800767,2499045,20,464,827,30
2508090915,801742,2499054,20,546,1049,30
2703862956,800749,2499136,20,422,1257,30
2703862930,800752,2499045,20,543,941,30
2703862931,800684,2499292,20,503,1301,30
2703874350,800871,2499257,20,419,1726,30
2703862949,800765,2499137,20,488,1430,30
277486228,801200,2498617,20,428,1490,30
2703862928,800752,2499032,20,474,930,30
6036032421,801218,2489885,30,904,1320,30
1169605051,800434,2490115,30,821,1739,30
310170659,800990,2490719,30,876,1923,30
2531769977,800749,2490205,30,857,1711,30
2462888304,800904,2490460,30,868,1366,30
2539267361,801660,2490440,10,857,1885,30
6036032428,801219,2489894,10,828,1845,30
1169610400,800526,2489997,10,895,1323,30
1169593514,801404,2490343,10,804,1263,30
1169610276,800657,2489746,10,1041,1842,30
