r101

capacity,speed
200,10

osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
5178935608,802434,2496828,0,0,1000000,0
5999844009,799873,2495844,2,586,1443,30
5567304372,798459,2495576,20,615,1690,30
2703118464,801129,2493112,39,529,1560,30
3316265312,802804,2492054,21,641,1006,30
2703874342,800766,2499079,6,397,1199,30
277323437,801206,2497160,17,396,1120,30
1836234260,805609,2497437,19,446,870,30
1169612026,799151,2495128,4,707,1882,30
2671929613,798356,2488101,1,1289,1739,30
5710824443,806547,2495209,32,530,889,30
2959062417,806335,2497148,17,614,1281,30
6578868707,801983,2490091,16,798,1467,30
2411120906,801648,2492575,39,575,1616,30
6581539536,801707,2492514,24,696,1084,30
5345110825,802665,2499538,27,614,1041,30
1236299567,802080,2497776,20,222,739,30
5567121792,805676,2498586,24,525,896,30
6896955827,801992,2492503,32,560,983,30
2297443535,801316,2496784,12,157,1269,30
6531598524,807610,2502780,26,1177,1811,30
2756922851,806587,2497358,26,576,989,30
2528898791,805474,2496713,31,642,980,30
2299651891,804870,2495923,22,422,807,30
5808598682,807947,2501297,15,1001,1627,30
2958642298,801651,2497407,4,301,656,30
5554937734,802160,2489792,12,921,1323,30
1169604062,801676,2493598,22,523,1317,30
2544638295,798995,2496294,22,583,1166,30
2299600410,802176,2494925,10,394,1318,30
1169593943,800834,2491646,24,660,1759,30
2540904910,796601,2489239,4,1364,1773,30
2464842903,800907,2503670,27,971,1501,30
5445824901,800579,2492588,21,714,1504,30
2394958829,801739,2494697,30,446,755,30
2703704164,798811,2493535,0,739,1600,30
1169592475,797266,2492582,11,925,2051,30
1944028276,803327,2495804,20,182,799,30
6939596123,799493,2489036,37,1059,1786,30
5999844140,800136,2496906,26,538,1314,30
1169607545,797125,2488414,39,1280,1816,30
5192382024,801759,2491469,18,639,1516,30
5999843967,800165,2496656,2,565,1637,30
2533193671,804949,2498127,21,460,950,30
1943410818,805571,2500834,5,764,1217,30
2562508151,802397,2503125,9,903,1562,30
2299600467,801532,2495790,28,464,911,30
5999844181,800139,2497659,39,537,1027,30
5389588258,801709,2492566,32,669,1077,30
5808598702,807396,2500966,18,1020,1431,30
2709090070,799933,2492227,14,839,1553,30
5140241190,803164,2500293,11,742,1742,30
2550435205,804891,2498601,29,668,1588,30
1169599941,798598,2492396,21,779,1150,30
2533159848,805201,2496613,20,628,972,30
2699550382,807249,2496574,21,792,1326,30
1169602028,797020,2491399,17,1053,1575,30
6433491347,804082,2501771,5,778,1496,30
2508027129,800037,2494253,20,527,949,30
2523058154,800165,2491575,3,839,1149,30
5561200139,798756,2492949,39,773,1308,30
2421453695,799370,2494405,12,775,1309,30
5140241006,801114,2499878,32,459,898,30
2458770625,798275,2488281,18,1238,1563,30
5774334368,799354,2496594,2,607,1192,30
2364917718,802953,2499771,23,516,1297,30
2408439669,802284,2490147,22,910,1811,30
5643323845,796928,2492636,29,936,1625,30
2573996684,801963,2504344,18,962,1291,30
2411114395,800635,2492572,23,572,1439,30
2458963375,805326,2495687,17,582,1614,30
2703704145,798824,2493280,6,673,1084,30
2411120892,801188,2492795,25,697,1789,30
2540898336,795855,2492581,28,1191,1496,30
2537595223,804428,2495377,26,513,1582,30
5567121428,803589,2499071,20,423,1071,30
5567304424,798812,2494485,1,796,1261,30
2411120893,801300,2492325,8,610,1257,30
1116415372,804609,2497558,34,512,971,30
5358077730,804823,2495945,22,375,1141,30
6517157824,802822,2495396,28,365,1074,30
2132634149,801083,2495371,28,530,1157,30
2550450297,806364,2498306,38,602,1102,30
4850176520,800420,2490823,26,912,1515,30
2428181129,800159,2492960,25,624,1663,30
2508027072,800253,2494229,16,602,993,30
5806331804,796925,2491969,6,998,2263,30
5858750494,805828,2495429,9,494,1173,30
2364917730,802701,2499055,37,468,901,30
2542600599,800580,2494695,34,575,1000,30
2432071257,801805,2493576,23,539,913,30
6578885730,802061,2491337,34,717,1793,30
662291096,804675,2503492,15,1112,1607,30
277323439,801214,2498699,36,322,904,30
5178935413,802418,2498290,39,149,473,30
6285187791,800661,2493095,38,695,1299,30
2184512072,800399,2496350,12,405,1097,30
2533159846,805402,2496377,26,717,1445,30
1169607103,801175,2489952,15,954,1285,30
1217039573,799254,2489409,32,1061,1782,30
2404427838,801069,2495184,13,499,1013,30
