rc103

capacity,speed
200,10

osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
5178935608,802434,2496828,0,0,1000000,0
1169604830,800269,2490046,38,1030,2196,30
2531767555,800341,2490745,22,771,1325,30
1215713374,799705,2490189,38,961,1631,30
1215713313,800075,2490062,39,1021,1461,30
1215713437,800181,2490049,3,1047,1627,30
1121499537,800120,2490947,20,997,2162,30
1169603899,800077,2490088,5,1058,1486,30
5865250204,799825,2490208,22,1037,1539,30
1169601648,800024,2490018,21,914,1396,30
1215713365,799760,2490113,33,971,1344,30
2557050005,796229,2490751,1,1123,2042,30
2557071965,796035,2491531,16,1101,1525,30
1169597906,796530,2490352,38,1168,1502,30
2557057111,795765,2491412,16,1323,1759,30
2557050014,796253,2490684,30,1206,2056,30
5693598442,796564,2490806,8,1321,2023,30
2557050020,796236,2490594,33,1141,2176,30
2557057117,796072,2491424,37,1241,1927,30
5806331848,796617,2490657,22,1212,1976,30
1169604270,796641,2490659,37,1285,2233,30
5806331849,796639,2490664,32,1296,1865,30
1169610367,796534,2490399,27,1237,1561,30
1116415206,801396,2494131,35,482,916,30
2537806897,804715,2494296,18,631,1224,30
2428968566,800929,2494524,36,391,869,30
920047631,803844,2495870,36,409,1128,30
5808598597,807897,2501311,20,1035,1749,30
6020941041,797318,2493063,9,1086,1661,30
2457885542,801976,2489538,4,1088,2099,30
1722823003,806775,2497207,18,788,1171,30
2420583106,799879,2494428,24,725,1812,30
2508068095,801100,2500012,31,495,851,30
5169911635,807668,2496064,27,718,1273,30
1215713285,799878,2490105,22,953,1386,30
5173028377,807590,2502188,17,1265,1895,30
2562508003,802604,2503185,16,1110,1720,30
2457786599,799026,2496904,25,561,1137,30
5405528371,802351,2491955,14,807,1994,30
2540889627,797403,2491616,17,959,1341,30
2537600064,804658,2495837,14,474,1618,30
5178935527,803508,2495442,35,312,1003,30
2576600157,800767,2502346,27,1190,1930,30
5999843978,800212,2496170,38,523,910,30
2541029130,797970,2491572,33,1139,1897,30
5999844194,800304,2497918,16,345,978,30
5176855540,806013,2501136,27,1007,1967,30
5865250238,799511,2490520,20,1094,1741,30
2703992919,801129,2506312,8,1317,1734,30
2557057114,795809,2491365,31,1322,1737,30
2299600467,801532,2495790,5,366,713,30
5567121675,804706,2498424,31,689,1837,30
5140241156,802883,2500381,24,723,1450,30
2533191729,805098,2497503,32,414,1092,30
2702742097,800846,2497338,29,285,1169,30
2561005010,799727,2496968,29,745,1131,30
4382016973,801265,2491432,9,847,1411,30
2428194108,800800,2493762,9,628,1225,30
2364916417,804435,2498511,24,668,1280,30
2703874308,800909,2499089,23,517,923,30
2544638338,798891,2496223,17,607,938,30
6388671426,805651,2500818,18,906,1407,30
6659778474,797018,2489198,22,1494,2181,30
5140241006,801114,2499878,37,584,1408,30
5356535181,804571,2495460,12,345,1332,30
2702742037,800670,2497477,31,444,786,30
2458960430,806128,2495347,37,633,1149,30
6647339815,801214,2496026,10,288,678,30
6388557180,803145,2500822,11,686,1711,30
2500290523,802751,2494653,22,319,869,30
2613095869,800210,2493362,12,668,1012,30
5356402699,804572,2495757,14,580,942,30
5999844227,800214,2497945,23,693,1465,30
2561225132,807911,2501038,27,1217,2178,30
2409704624,803422,2494779,16,329,727,30
2408476406,802903,2495319,25,477,944,30
2299605756,802652,2495937,3,325,744,30
5903375833,804998,2497573,11,558,888,30
5358025590,803143,2495347,12,446,1450,30
2432071240,801258,2493514,23,632,1021,30
1169597059,801167,2491152,14,828,1158,30
3352574097,802676,2490974,23,715,1231,30
2562508064,801635,2503410,9,1112,1540,30
5205410901,802345,2492076,31,670,971,30
5131285252,800415,2494268,27,654,1830,30
1943410829,806431,2500878,11,897,1276,30
267602518,798721,2496098,36,725,1528,30
2523058142,800209,2491560,36,803,1300,30
2469954022,799882,2494346,14,690,2406,30
2958627117,801257,2497736,24,492,1111,30
2291907936,801197,2495100,36,509,913,30
6578885749,802144,2491471,36,633,1173,30
2425146634,800258,2495700,20,568,1303,30
5178935529,803636,2495374,39,390,1136,30
2528898774,804809,2496688,15,569,1172,30
5177210402,803092,2496145,16,388,1098,30
5140241376,803359,2500428,7,652,1530,30
2406688762,801142,2494736,21,562,1596,30
3645364824,803348,2493404,20,708,1098,30
2536325847,802278,2493300,3,473,1318,30
2531767585,800840,2490589,13,871,1556,30
