r103

capacity,speed
200,10

osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
5178935608,802434,2496828,0,0,1000000,0
2458960435,804926,2495836,23,504,917,30
2523084162,799185,2492087,38,931,1335,30
5567121722,804795,2498433,20,611,1359,30
6848874180,806541,2501306,17,964,1375,30
1169605178,797895,2492725,10,942,1662,30
2505516025,800331,2501087,4,731,1450,30
5374298574,805638,2495523,36,586,1067,30
2411114344,801121,2492550,25,609,964,30
5843414449,797007,2487754,0,1421,1839,30
6778993767,805063,2501024,17,689,1015,30
2959089999,804991,2498876,26,566,1147,30
5175418198,802194,2494401,7,316,764,30
5212671255,796078,2487748,10,1440,2442,30
2505523069,802075,2500911,12,835,1212,30
2420583106,799879,2494428,10,520,1449,30
2462495552,800097,2494333,15,688,1151,30
1169603876,798489,2496426,22,659,1102,30
2535192899,804420,2498055,37,505,1424,30
2297481909,803364,2495258,19,280,713,30
277486222,801211,2498300,20,426,1074,30
2540889607,797444,2491564,37,950,2064,30
2406688752,801169,2494947,17,492,1509,30
7019281433,803992,2502286,34,861,1230,30
5392271050,802152,2492654,35,654,985,30
5173028220,807729,2502220,13,1194,1956,30
2428181143,799750,2492852,37,765,1858,30
2709078039,799631,2492259,2,854,1786,30
1169596518,799018,2495190,19,620,932,30
6433491349,804001,2501846,19,723,1775,30
6000338290,797584,2494312,29,765,1667,30
1117085027,806561,2496905,17,703,1146,30
6578885749,802144,2491471,6,726,1626,30
4898881094,798731,2497061,12,768,1324,30
3669956640,800764,2499950,0,703,1133,30
5129130598,805054,2501794,0,750,1623,30
2408476405,802608,2495756,14,233,946,30
2132634164,801080,2495489,23,519,1639,30
2541029309,797827,2492466,1,1014,1668,30
920047631,803844,2495870,4,256,1162,30
2428801115,802866,2496008,3,201,618,30
2698482325,805339,2495681,32,648,995,30
2573990968,801936,2505125,31,1041,1395,30
2562711625,804210,2502347,14,747,1196,30
6848874264,804504,2501256,32,842,1794,30
2531767581,800307,2490283,14,949,1761,30
2457573379,797574,2489351,7,1442,2152,30
2508061902,801473,2499654,5,477,1100,30
1605987626,799955,2494545,19,664,1207,30
1121499531,800290,2491983,29,716,1254,30
6000338316,797914,2494093,17,741,1725,30
2476511336,802078,2495735,17,500,1098,30
1116420155,801247,2497210,28,325,748,30
2458958719,805603,2496065,13,491,1232,30
5173029515,806788,2501743,31,1070,1663,30
5358177306,804689,2494982,29,526,1128,30
2407748578,800094,2494287,12,567,913,30
6848484102,805237,2503823,3,1035,1347,30
5275663296,802147,2494454,2,421,1405,30
6483273384,799123,2496112,18,570,899,30
2541029326,797796,2492276,17,1052,1434,30
2505516138,800374,2501099,22,651,1119,30
5600855614,803731,2497222,31,465,1072,30
5999843992,800229,2496037,10,448,887,30
6240866707,802689,2498734,21,643,1576,30
277667743,802805,2497266,4,410,863,30
3969440443,806315,2494350,30,749,1214,30
2432071250,801397,2493550,14,578,913,30
4889565047,797894,2493758,7,898,1249,30
2408439682,802259,2490188,5,819,1913,30
1169593514,801404,2490343,38,844,1882,30
294966805,801149,2492008,28,746,1445,30
2623035669,799622,2493952,26,730,1700,30
2686941285,800491,2494720,37,628,1077,30
2533159842,804926,2496616,17,516,1026,30
6376885209,802248,2493893,22,396,740,30
1927149701,800230,2494053,10,622,1020,30
2542600595,800672,2494698,19,585,988,30
2476511434,801884,2495761,23,512,834,30
5806332411,797298,2491714,10,1042,2138,30
3374664339,794826,2492629,14,1177,1655,30
2613104703,800344,2493426,13,741,1149,30
2364911262,804187,2499255,25,601,1127,30
1169592993,796710,2490285,30,1060,1657,30
5693598557,795848,2492716,35,1081,1972,30
2699876417,805531,2495839,22,604,1266,30
2455128950,799869,2494603,28,569,1057,30
2132634173,800754,2493586,0,520,1364,30
5569752200,801307,2498521,29,358,856,30
5445825408,799418,2492770,31,777,1418,30
2709078083,799783,2492070,16,813,1653,30
6531598518,807877,2502925,14,1278,1932,30
2297455684,801451,2496448,24,175,484,30
6848874106,806275,2500956,14,1011,1804,30
5140241091,802656,2500340,11,549,1220,30
5179677551,799351,2495086,23,576,1031,30
2428194151,800273,2492358,36,606,906,30
2562507974,802434,2503606,12,988,1843,30
1121499548,800726,2490864,37,815,1597,30
1768207358,798728,2496345,5,633,1080,30
2364911274,804389,2499239,16,475,855,30
