r105

capacity,speed
200,10

osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
5178935608,802434,2496828,0,0,1000000,0
3645586253,802748,2491959,14,753,1839,30
2432079853,801210,2493471,22,603,1050,30
279073920,798833,2493991,14,694,1804,30
5358025589,803178,2495347,36,259,1070,30
1169613492,799055,2495613,20,485,935,30
267602518,798721,2496098,5,509,909,30
5999844174,800191,2497601,25,450,772,30
2704680907,803568,2497031,11,302,889,30
6917077826,802006,2489569,18,796,1684,30
3255140807,801260,2495675,13,530,973,30
1116448700,806173,2498616,18,635,1429,30
6160784009,803109,2495791,38,319,888,30
2505522909,802141,2501089,12,716,1241,30
2508090883,803118,2499981,26,509,1004,30
1169601296,798464,2492641,30,824,1247,30
2423998364,799402,2492897,31,849,1449,30
6647339793,801167,2496190,30,256,634,30
2428194153,800717,2493751,16,600,1213,30
2460052158,806231,2495611,19,569,1216,30
5177210411,803073,2496061,36,175,723,30
3384173067,801192,2493352,21,608,1726,30
6848874214,806637,2501372,21,1030,1721,30
2469780328,798676,2494560,27,600,1293,30
5843414455,797680,2487879,8,1278,1935,30
2703118446,801435,2492959,17,567,946,30
6017944249,808004,2503070,22,1184,1502,30
2366083160,800760,2501019,18,639,964,30
5232900484,802695,2500575,20,579,1191,30
1116420155,801247,2497210,23,327,1106,30
2537806906,804375,2494305,30,439,1313,30
1169601789,796727,2490392,22,1041,2070,30
2540889611,797181,2491306,29,1066,1994,30
5169912254,807579,2495990,10,662,966,30
5445931907,800256,2497669,4,357,1033,30
2500290515,802843,2494506,4,344,1119,30
7019281435,803966,2502178,23,857,1356,30
5189736143,803979,2501670,25,779,1139,30
6647339810,801175,2496190,3,285,718,30
920047643,803412,2494354,10,527,1180,30
2703118364,801172,2493204,17,517,1534,30
6581173844,797789,2493126,12,953,1393,30
2400039355,801199,2494425,6,477,799,30
2364346076,804961,2501649,22,879,1468,30
3352524957,802902,2490757,10,706,1703,30
278935261,806833,2498007,4,610,1628,30
2702742032,800774,2497491,8,381,1075,30
3647415385,797489,2494030,33,935,1287,30
2541029129,797685,2492021,17,982,1927,30
2400176738,801539,2495747,26,420,1438,30
5192382278,802286,2490767,14,758,1164,30
4810198441,802522,2495491,28,218,808,30
2428805606,802255,2495911,38,283,610,30
1169593748,797064,2488612,7,1404,2189,30
2702742126,800281,2498461,38,512,1216,30
1169596558,797756,2492854,17,882,2033,30
2613104748,800828,2492998,0,652,1014,30
2299647825,806429,2496810,21,627,1033,30
2297443535,801316,2496784,23,224,585,30
2508061898,801500,2499605,2,541,982,30
6415475889,798776,2488555,12,1204,1858,30
6612639631,796237,2489021,20,1388,2101,30
6000019141,798408,2493174,2,808,1212,30
2184512063,800385,2495888,6,488,1019,30
5369959931,797220,2492257,28,933,1615,30
5356534694,805149,2495069,1,423,723,30
1169609279,796741,2490133,18,1202,1620,30
6848874191,806681,2501250,29,870,1261,30
5999844214,800273,2497969,39,394,1181,30
2544638404,799106,2496282,18,617,1151,30
2462495536,800301,2494484,26,478,1126,30
2709078030,799612,2492199,10,815,1249,30
2411100305,802565,2493762,9,562,1568,30
5999843977,800222,2496171,6,388,748,30
3796979289,796781,2491036,15,1161,2029,30
2533191763,805389,2498151,29,462,975,30
5405528371,802351,2491955,13,586,1123,30
1169612632,794588,2492337,17,1340,2202,30
1169593928,797687,2492677,18,833,2011,30
2462888324,801453,2491640,10,687,1224,30
2704680790,803546,2497273,8,344,823,30
5999844861,803350,2501235,31,589,1034,30
2699876392,806401,2495309,25,583,1260,30
1169595261,797099,2489036,29,1267,1738,30
2703118427,801260,2492861,5,636,988,30
1236299540,801445,2497294,13,334,1468,30
5369959757,797961,2494989,30,733,1415,30
2427789265,801749,2496252,11,238,876,30
5999844151,800146,2496616,19,427,1291,30
6872450075,807595,2498586,4,776,1140,30
5187865542,801024,2489063,16,945,1846,30
2435328786,801012,2497075,14,323,968,30
5433677397,799719,2497605,15,622,1046,30
2550463202,807213,2498679,6,782,1408,30
2539588751,799956,2495103,16,615,1130,30
3691437080,799030,2492590,5,765,1378,30
2556890245,796964,2489007,10,1360,2133,30
2397989553,803343,2497422,5,394,1471,30
3834510263,797176,2490803,28,1033,1394,30
1169602103,798775,2494972,37,628,1152,30
1169595550,799584,2496990,19,562,956,30
